id,kode_paket,kode_rup,tahun_anggaran,nama_instansi,satuan_kerja,nama_penyedia,nama_paket,total_nilai,nilai_pdn,sumber_transaksi,sumber_dana,metode_pengadaan,jenis_pengadaan,status_paket,created_at,updated_at
2717,2984373,50635215,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. MUARA KASIH,PEMBANGUNAN RUANG GURU BESERTA PERABOTNYA (DAK) SD NEGERI 350 BATAHAN I,2.0100E+8,2.0100E+8,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2718,3841373,50635523,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. RAJAWALI ENGINEERING CONSULTANT,JASA KONSULTAN PERENCANAAN PEMBANGUNAN LABORATORIUM KOMPUTER BESERTA PERABOTNYA (DAK),9.990E+7,9.990E+7,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2719,10092646,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Hexpharm Jaya Laboratories,Ranitidine hydrochloride (HCl)/ Ranitidin injeksi 25 mg/ml,1.95E+6,1.95E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2720,9162989,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Hexpharm Jaya Laboratories,Asam traneksamat/Tranexamic acid  tablet/kapsul/kaplet salut selaput 500 mg,7.50E+6,7.50E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2721,3804373,49578930,2024,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,CV. SETYA SARI SUKSES,Belanja Bahan-Bahan Kimia,68262000,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2722,3973373,50635816,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. DOMURA KARYA,REHABILITASI RUANG KELAS SD NEGERI 333 BINTUNGAN BEJANGKAR,139000004,139000004,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2723,9169085,51459106,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Sinaraya Nugraha Ahmadaris Medika,Kapas Pembalut 1000 gr,2345000,2345000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2724,10880143,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Natrium diklofenak tab sal enterik 50 mg,565000,565000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2725,9464361,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Asam Mefenamat/Mefenamic acid tablet/kapsul/kaplet/kaptab 500 mg,1.1440E+8,1.1440E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2726,2987373,51405355,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,CV MITRA PERKASA,Penambahan Ruang,3429927838,3429927838,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2727,4122373,52657434,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,HQ PRATAMA CONSULTANT,Penyusunan Dokumen Perencanaan Jalan Wilayah I,9.970E+7,9.970E+7,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2728,8978133,49523782,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. GASHABAT SUKSES MANDIRI,BAHAN ANTI PENGELUPASAN,8091200,8091200,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2729,4135373,52918454,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,CV. ALDRICH PERDANA KARYA,Belanja Modal Bangunan Kesehatan-Rehabilitasi Puskesmas Mompang,198737818,198737818,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2730,9739868,51459104,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,Andreas Karya Terbesar,DIAFLUID ACID,24142500,24142500,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2731,10401037,51322684,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Elsyahfi Calibratech Mandiri,Jasa Pengujian dan/atau Kalibrasi Microscope,4908000,4908000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2732,2954373,49522501,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV AEK KAPIAS,Lanjutan Pembangunan Jalan Simp. Batu Mundom (Aek Rambe) - Batu Mundom,394812000,394812000,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2733,4091373,49755345,2024,KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.10.0000,HQ PRATAMA CONSULTANT,Pengawasan Kegiatan Penataan Taman Panyabungan Tahun Anggaran 2024,49839000,49839000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2734,9773857,51322684,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.BINTANG ANUGERAH CAHAYA ABADI,LOGGER REFRIGERATOR FARMASI ( TEMPERATURE & HUMIDITY ),1.3000E+8,1.3000E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2735,4065373,51411951,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,CV. ANUGRAH KARYA ABADI,Pembangunan Gudang pada RSUD Panyabungan di Panatapan,199001776,199001776,Non Tender,BLUD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2736,10024076,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Hexpharm Jaya Laboratories,Ketokonazol/ Ketoconazole tablet/kapsul/kaplet 200 mg,4.400E+7,4.400E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2737,10312595,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,SANSICO NATURA RESOURCES,d3TEKS1 HBsAg Rapid Test Kit,8.00E+6,8.00E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2738,8977494,49523783,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. GASHABAT SUKSES MANDIRI,LAPIS RESAP PENGIKAT-ASPAL CAIR/EMULSI,51575600,51575600,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2739,8936311,51193832,2024,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,CV. AULIA RIZKI PRATAMA,Bibit Kelapa Unggul,86716000,86716000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2740,8976735,49523770,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. DALIHAN NATOLU GROUP,Galian Batu,191255064,191255064,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2741,9133754,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Jayamas Medica Industri,MEDIGLOVES Surgical Sterile Gloves PP Size 7,1593072,1593072,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2742,10898760,51356107,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT Axion Jaya Alkesindo,LANCET 28G,1.990E+7,1.990E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2743,8894384,49523781,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,DEMBAN SIMPAR JAYA,Lapis Perekat - Aspal Cair/Emulsi,13415424,13415424,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2744,9303499,51356109,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Sinar Surya Callista,Hand Sanitizer Liquid 500  ml,2.780E+7,2.780E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2745,9367884,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. NOVELL PHARMACEUTICAL LABORATORIES,Efedrin/Ephedrine HCl Inj 50 mg/ml,666000,666000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2746,3994373,50634586,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,HQ PRATAMA CONSULTANT,JASA KONSULTAN PENGAWASAN PEMBANGUNAN RUANG TATA USAHA BESERTA PERABOTNYA (DAK),49617000,49617000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2747,9205159,51356221,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,Kana Surya Gemilang,HILUX SC 4X4 MT DIESEL - AMBULANCE GAWAT DARURAT PSC 119,9.4500E+8,9.4500E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2748,9097292,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Levofloxacin hemihydrate/ Levofloxacin/Levofloksasin tablet salut selaput/kaplet salut selaput/ kaptab salut selaput 500 mg,3.70E+6,3.70E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2749,10649537,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Spironolakton tab 25 mg,1.100E+7,1.100E+7,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2750,3019373,50635545,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. Ira Utama Karya,PEMBANGUNAN RUANG LABORATORIUM KOMPUTER BESERTA PERABOTNYA (DAK) SD NEGERI 271 TOMBANG KALUANG,224204162,224204162,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2751,9588619,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT Mega Medica Pharmaceuticals,CHANNA FOLA MULTIVITAMIN IBU HAMIL & ORAL ALBUMIN,5916000,5916000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2752,9588538,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. TRIFA RAYA LABORATORIES,CETIRIZINE HCL 10 MG_OGB,1.900E+7,1.900E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2753,3837373,50634667,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. TIARANI UTAMA,JASA KONSULTAN PERENCANAAN REHABILITASI RUANG KELAS,19869000,19869000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2754,9958999,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Sucralfate/ Sukralfat susp 500 mg/5 mL,3.000E+7,3.000E+7,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2755,2997373,50635053,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. PUTRA PRATAMA,PEMBANGUNAN RUANG PERPUSTAKAAN BESERTA PERABOTNYA (DAK) SD NEGERI 215 TAMIANG,2.2750E+8,2.2750E+8,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2756,3956373,50635367,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. BANGKIT BERSAMA GROUP,PEMBANGUNAN RUANG UKS BESERTA PERABOTNYA (DAK) SD NEGERI 303 BATANG LOBUNG,152049760,152049760,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2757,10573448,51459105,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. STANDARD BIOSENSOR HEALTHCARE,Dengue NS1 Ag Test,7.50E+6,7.50E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2758,9271284,50635754,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,PT. Trisolah Suvarna Indonesia,Connector type C ke HDMI & VGA,4345000,4345000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2759,4127373,52642644,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,cv.taufikprima putra,Rehabilitasi/Pemeliharaan Jalan Simp. Bintungan Bajangkar- Simp. Kampung Kapas,199499999,199499999,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2760,10101221,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. SEJAHTERA LESTARI FARMA,AMBROXOL HYDROCHLORIDE - Ambroxol 30mg,1.400E+7,1.400E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2761,10392169,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Betahistin tab 6 mg,1.92E+6,1.92E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2762,10079335,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,NOVAPHARIN,Domperidon/ Domperidone maleate/ Domperidone sirup/suspensi 5 mg/5 ml,18249000,18249000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2763,9553024,51662205,2024,KAB. MANDAILING NATAL,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.17.0000,CV. NAMBURAK,GORDYN SET KANTOR,1.575E+7,1.575E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2764,10928242,51459106,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.TOP POINT MEDICAL,TP Disposable Syringe 20 ML with Needle,1966680,1966680,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2765,9643711,51943842,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,PT CITTA BISNIS SELARAS,Lemari Kantor,4.032E+7,4.032E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2766,9303499,51356109,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Sinar Surya Callista,ALKOHOL 70 % 300 ML,1.680E+7,1.680E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2767,10057053,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. SOHO Industri Pharmasi,Metoklopramid tablet 10 mg,6.85E+6,6.85E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2768,3996373,50634668,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. CONSULTANT PASAE ROBOE,JASA KONSULTAN PENGAWASAN REHABILITASI RUANG KELAS,29859000,29859000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2769,9672909,51411950,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT WAHANA RIZKY GUMILANG,AGD analyzer,1.7300E+8,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2770,10368175,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Surgika Alkesindo,25G-90 mm Spinal Needle Quincke,7875000,0,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2771,8975338,51021126,2024,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,PT. RONA NAMORA,Pasangan Batu,223266500,223266500,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2772,9657772,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. PHARMA LABORATORIES,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 10 mg,1989900,1989900,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2773,4043373,49348643,2024,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.14.0000,KREASI TEHNIK MANDIRI,Belanja Jasa Tenaga Ahli,48451500,48451500,Non Tender,APBD,Pengadaan Langsung,Jasa Lainnya,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2774,9644670,51873129,2024,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.14.0000,Inspira Karya Mandiri,KONEKTOR KABEL TWIST ABC,2.700E+7,2.700E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2775,10017243000,50451206,2024,KAB. MANDAILING NATAL,SEKRETARIAT DPRD - 4.02.0.00.0.00.25.0000,KENANGA MULTI TRADE,Biaya Pengadaan Pakaian Dinas Pimpinan dan Anggota DPRD Pakaian Sipil Harian,79254000,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2776,9974996,52150713,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. KREATIFITAS CEMERLANG,PUZZLE MATRAS,3.80E+6,3.80E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2777,3014373,50635547,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,Bejana Utama,PEMBANGUNAN RUANG LABORATORIUM KOMPUTER BESERTA PERABOTNYA (DAK) SD NEGERI 288 SIMPANGBAJOLE,238692707,238692707,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2778,10024076,51356108,2024,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Hexpharm Jaya Laboratories,Domperidon/ Domperidone/ Domperidone Maleate tablet/kapsul/kaplet 10 mg,2.325E+7,2.325E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2779,9138905,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Karbamazepin tablet/kapsul/kaplet 200 mg,2118000,2118000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2780,10009116,51459102,2024,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Cefadroxil monohydrate/ Cefadroxil/ Sefadroksil sirup kering 125 mg/5ml,885000,885000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
2781,2986373,50635863,2024,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,CV. BINTANG LANGIT BIRU,PEMBANGUNAN RUANG KELAS BARU BESERTA PERABOTNYA (DAK) SD NEGERI 086 DALAN LIDANG,649252254,649252254,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:35.163837,2026-06-14 09:36:35.163837
