id,kode_paket,kode_rup,tahun_anggaran,nama_instansi,satuan_kerja,nama_penyedia,nama_paket,total_nilai,nilai_pdn,sumber_transaksi,sumber_dana,metode_pengadaan,jenis_pengadaan,status_paket,created_at,updated_at
1711,3763373,45529601,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,Bejana Utama,Pembangunan Jalan Lingkungan di Titi Kuning Menuju Gg Perintis Kec. Panyabungan,9.899E+7,9.899E+7,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1712,3160373,42267902,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. RENDER CONSULTANT,Jasa Konsultansi Perencanaan Program Penataan Bangunan Gedung,99761000,99761000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1713,3425717,41552902,2023,KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.13.0000,Mitra Tech Sejahtera,Ribbon Color YMCKO R5FP00308,211734000,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1714,3277373,43503124,2023,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,CV. KENZO MAHAGANI,Pengadaan dan Pemasangan LPJU Konvensional di Median Jalan Rs. Jalan Lidang - Pidoli,153071000,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1715,3960092,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Hexpharm Jaya Laboratories,Omeprazol/Omeprazole tablet/kapsul/kaplet 20 mg,29232000,29232000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1716,3606373,41733365,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,CV. RAO JAYA,Rehabilitasi Puskesmas Kotanopan,99883000,99883000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1717,3594373,41341717,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. BUANA PERKASA,Pembangunan/ Rehabilitasi Jalan Lingkungan di Desa Huraba II Kec. Siabu,1.1219E+8,1.1219E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1718,3176373,41553566,2023,KAB. MANDAILING NATAL,DINAS PERPUSTAKAAN DAN KEARSIPAN - 2.23.2.24.0.00.21.0000,CV. KREASI KENANGA,Belanja Modal Bahan Perpustakaan Tercetak,79325000,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1719,5537364,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT Jayamas Medica Industri,Umbilical Cord Clamp,7768224,7768224,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1720,3492373,40966444,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. FAATHIR RIZKA,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 174 Sibanggor Tonga,140428000,140428000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1721,7783648,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.TOP POINT MEDICAL,TP Disposable Syringe with Needle 1ml,915000,915000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1722,3113466,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Meropenem/ Meropenem Trihydrate serb inj 1.000 mg,2.025E+7,2.025E+7,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1723,3529373,40966348,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. RAO JAYA,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 213 Hutaimbaru,84382700,84382700,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1724,6388752,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT BINABAKTI NIAGAPERKASA,Laryseal Clear (038-94-320),324000,0,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1725,6607574,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. ETERCON PHARMA,Donepezil/ Donepezil Hydrochloride tablet salut selaput 5 mg,1398600,1398600,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1726,3971537,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. MEPROFARM,DIAZEPAM Injeksi,2317500,2317500,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1727,8153600,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Amoksisilin/ Amoxicillin/ Amoxicillin Trihydrate tablet/kapsul/kaplet/kaptab 500 mg,4776000,4776000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1728,3577373,40966419,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. LASMANA KARYA,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 161 Bangun Purba,1.4013E+8,1.4013E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1729,3607058,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. Likuid Pharmalab Indonesia,bayMEDIKA Nasal Oxygen Cannula,18187500,18187500,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1730,3413373,41667213,2023,KAB. MANDAILING NATAL,DINAS PERDAGANGAN - 3.30.3.31.0.00.25.0000,CV. AL-MAIRI,Pengecetan Pasar Tamiang Kecamatan Kotanopan,2.970E+7,2.970E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1731,7641519,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Ceftriaxone/ Ceftriaxone Sodium/ Seftriakson inj 1.000 mg @100,2.900E+7,2.900E+7,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1732,3133842,42341145,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,PT. Trisolah Suvarna Indonesia,Connector type C ke HDMI & VGA,197500,197500,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1733,4071205,41775983,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Mikrotek Komputindo,EPSON ECOTANK L3210,1.216E+7,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1734,3513373,40966327,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. PANGALAIS,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 368 Kampung Sawah,8.460E+7,8.460E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1735,8078344,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 10 mg,1449000,1449000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1736,5536602,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. MEGA KREASI ALKESINDO,Kasa Hidrofil Verband 4 YARD X 15 CM,7.445E+7,7.445E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1737,3264178,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mahakam Beta Farma,Meloxicam 15 mg tablet,1473000,1473000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1738,3501373,40966438,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. ARGA ALAM PERKASA,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 068 Rumbio,1.4028E+8,1.4028E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1739,3445282,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,NOVAPHARIN,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 5 mg,8.9E+5,8.9E+5,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1740,3962101,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT Darya Varia,Sulfadiazine silver/ Perak sulfadiazin krim 1%,5.45E+6,5.45E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1741,3598373,44058373,2023,KAB. MANDAILING NATAL,BAGIAN UMUM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0009,CV. NABILA,Rehab dan Pengecetan di Lingkungan Rumah Dinas Bupati,1.4980E+8,1.4980E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1742,3760537,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.TOP POINT MEDICAL,TP Disposable Syringe with Needle 10 ml,2774200,2774200,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1743,3488542,41023244,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. NATANGKANG CERDAS UTAMA,Magnet U,15448000,15448000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1744,4316086,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT Yarindo Farmatama,Furosemid/ Furosemide tablet/kapsul/kaplet 40 mg,3315000,3315000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1745,3292373,41383999,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. CENTRAL GRAFIKA PRINT,Pembangunan/Rehabilitasi Jalan Usaha tani/Jalan Produksi Desa Banjar Aur Kec. Batahan,124945000,124945000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1746,7307358,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Pratapa Nirmala,Ticagrelor/ Tikagrelor tablet/kapsul/kaplet 90 mg,12487500,12487500,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1747,6107664,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.TOP POINT MEDICAL,TP Disposable Syringe 5ML with Needle,5225000,5225000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1748,8078344,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Gabapentin tablet/kapsul/kaplet 300 mg,914000,914000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1749,2784373,41023198,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. KARYA ANAK BANGSA,Pembangunan Ruang Laboratorium Komputer Beserta Perabotnya SMP Negeri 1 Panyabungan Barat,508862964,508862964,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1750,4828128,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Dexamethason Sodium Phosphate/ Deksamethason/ Deksametason injeksi 5 mg/mL,2.50E+6,2.50E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1751,3373373,41341693,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. BIAN JAYA KONSTRUKSI,Pembangunan/ Rehabilitasi Jalan Lingkungan di RT. Kampung Harapan Kel. Muara Soma menuju Desa Lubuk Bondar Kec. Batang Natal,1.1839E+8,1.1839E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1752,3624396,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT MAKMUR JAYA HEALTHINDO,QILAN Disposable Syringe With Needle 5 ML,74467000,74467000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1753,3751373,45502387,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,cv. riski nauli,Pembangunan dan Rehabilitasi Jalan Usaha Tani Saba Simpang Losung Kel. Gunung Baringin Kec. Panyabungan Timur,69177802,69177802,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1754,3674373,40966260,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,PT.ANGKASA RAYA CONSULTANT,Jasa Konsultan Pengawasan Pembangunan Perpustakaan (DAU),24886200,24886200,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1755,3288373,41383998,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. FAMILY ARTA GRAHA MANDIRI,Pembangunan/Rehabilitasi Jalan Usaha tani/Jalan Produksi Desa Hayu Raja Kec. Panyabungan Selatan,1.2982E+8,1.2982E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1756,3433373,41341716,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. Sari Guna Lestari,Pembangunan/ Rehabilitasi Jalan Lingkungan di Desa Ipar bondar Kec. Panyabungan,1.3510E+8,1.3510E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1757,3757373,45529526,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. ANUGERAH GEMILANG,Pembangunan Jalan Lingkungan di Lintas Barat Panyabungan Julu Kec. Panyabungan,9.894E+7,9.894E+7,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1758,3375373,41341678,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. AULIA RIZKI PRATAMA,Pembangunan/Rehabilitasi Jalan Lingkungan di Desa Roburan Lombang Kec. Panyabungan Selatan,1.3060E+8,1.3060E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1759,6098769,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Paracetamol/ Parasetamol infus 10 mg/Ml (TD),1.420E+7,1.420E+7,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1760,3972882,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,NOVAPHARIN,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 10 mg,7.32E+6,7.32E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1761,3977222,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,NOVAPHARIN,VITAMIN C 250 kapsul,1.4400E+8,1.4400E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1762,3693373,44819665,2023,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,CV MARCELINDO MULTI TEKNIK,Belanja Jasa Kalibrasi Alat Uji Kenderaan,49625000,49625000,Non Tender,APBDP,Pengadaan Langsung,Jasa Lainnya,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1763,3748373,44503082,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. NABILA,Lanjutan Pembangunan Kantor Polsek Naga Juang,198902944,198902944,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1764,2835373,40966387,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. KHARISMA ABADI,Pembangunan ruang laboratorium komputer beserta perabotnya SD Negeri 367 Pardamean Baru,216668251,216668251,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1765,3425717,41552902,2023,KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.13.0000,Mitra Tech Sejahtera,RIBBON COLOR YMCKH HDP5000/5600 E-KTP 075202-056,457878000,0,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1766,7209390,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Bernofarm,Ceftriaxone/ Ceftriaxone Sodium/ Seftriakson inj 1.000 mg,3.480E+7,3.480E+7,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1767,4904274,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Hexpharm Jaya Laboratories,Metilprednisolon/Methylprednisolone tablet/kapsul/kaplet 4 mg,3.70E+6,3.70E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1768,3583373,40966331,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. ZIHANS BROTHER,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 023 Siabu,8.444E+7,8.444E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1769,3201373,40880315,2023,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,CV. TORKIS LUBIS GROUP,Belanja Bahan-Bahan Bangunan dan Konstruksi,7.950E+7,7.950E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1770,8078757,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Bernofarm,Zinc sulfate/ Zinc sulfate monohydrate/ Zinc/ Zink sir 20 mg/5 ml,227500,227500,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1771,3509373,40966363,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. ALDRICH PERDANA KARYA,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 320 Sinunukan I,1.3996E+8,1.3996E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1772,3311373,41383988,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV MAHARI PRATAMA,Pembangunan/Rehabilitasi Jalan Usaha tani Desa Suka Ramai Kec. Panyabungan Utara,1.3010E+8,1.3010E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1773,4857438,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Merck Tbk,Levothyroxine sodium 50 mcg,227700,0,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
1774,3239373,40815597,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV.LANGGA SARI,Pembangunan Jaringan Irigasi Desa Hutarimbaru Kec. Kotanopan,1.4800E+8,1.4800E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.825679,2026-06-14 09:36:34.825679
