nama_paket;pagu;jenis;tahun;kategori;metode;bulan;lokasi;instansi;nomor_id
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;676500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908750
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;3220000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908614
Belanja Natura dan Pakan Natura;5104000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908600
Kepala Tukang;1458612;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57626653
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;45135600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56909044
Belanja Alat Bahan untuk Kegiatan Kantor  Bahan Cetak;8800000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;56972064
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;262130000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;56971914
Belanja Bahan Isi Tabung Gas;11426400;Barang;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;56971982
Belanja Natura dan Pakan Natura;20242000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;56972079
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;10827700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN LINGGA BAYU;57045235
Belanja Jasa Tenaga Ahli;5000949;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN LINGGA BAYU;57045208
Belanja Sewa Kendaraan Bermotor Penumpang;4444000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57088378
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;1462850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57087432
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;20997600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57087970
Belanja Alat Bahan untuk Kegiatan Kantor  Bahan Cetak;181250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57379054
Belanja Jasa Tenaga Ahli;100000000;Jasa Konsultansi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57087540
Belanja Makanan dan Minuman Rapat;13800000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57035406
Belanja Makanan dan Minuman Rapat;7332000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57089050
Belanja Makanan dan Minuman Rapat;7800000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57075061
Belanja Makanan dan Minuman Rapat;12480000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57074932
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;4687900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57075189
Belanja Makanan dan Minuman Rapat;17249000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57081376
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;10620000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57081493
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1105500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57081813
Belanja Modal Lemari dan Arsip Pejabat;60690600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57075587
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;792200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57379096
Belanja Modal Personal Computer;64273500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57075752
Belanja Makanan dan Minuman Rapat;31200000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57080753
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;28846700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57077655
Belanja Modal Personal Computer;42849000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57079023
Belanja Makanan dan Minuman Rapat;6075000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57076931
Riview Penyusunan DED Pembangunan Rumah Dinas Kejari Mandailing Natal;50000000;Jasa Konsultansi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;May 2025;Mandailing Natal;DINAS PEKERJAAN UMUM DAN PENATAAN RUANG;59489799
Peningkatan Jalan Padang Silojongan   Ranto Panjang;3500000000;Pekerjaan Konstruksi;2025;Usaha Kecil Koperasi;E Purchasing;January 2025;Mandailing Natal;DINAS PEKERJAAN UMUM DAN PENATAAN RUANG;59559158
Belanja Modal Kenderaan Bermotor Khusus;2039850000;Barang;2025;Usaha Kecil Koperasi;E Purchasing;April 2025;Mandailing Natal;DINAS KESEHATAN;58584940
Belanja Makanan dan Minuman Rapat;755480000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58016871
Belanja Makanan dan Minuman Rapat;11424000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017285
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;32312900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57379170
Belanja Pakaian Batik Tradisional;10000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57957379
Belanja Pakaian Dinas Harian  PDH ;53760000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017495
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;6109850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58016999
Belanja Modal Peralatan Personal Computer;13985550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017586
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;15087050;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57957340
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;456000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57957775
Belanja Jasa Pemasangan Instalasi Telepon, Air, dan Listrik;4450000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017607
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;437500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017187
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;350000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58016968
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;6820600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017488
Belanja Natura dan Pakan Natura;807500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57378538
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;5704700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017223
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;3501950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017276
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;836400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57956603
Belanja Modal Personal Computer;21424500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57957995
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;456000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57957493
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;748400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57958074
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;4482950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017274
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;29299500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;57957494
Belanja Jasa Iklan Reklame, Film, dan Pemotretan;2500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58016997
Belanja Sewa Hotel;1600000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58016861
Belanja Langganan Jurnal Surat Kabar Majalah;3780000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57378824
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;78040000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017602
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Bermotor Penumpang;38480000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017606
Belanja Makanan dan Minuman Rapat;6240000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;March 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;58017436
Belanja Bahan Meterisasi LPJU Kecamatan Panyabungan;52505750;Barang;2025;Usaha Kecil Koperasi;E Purchasing;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;60045675
Belanja Sewa Kenderaan Bermotor Penumpang   Sewa Bus Pemberangkatan Haji;175000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;April 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;59179516
Belanja Jasa Konsultan Pengawasan;25000000;Jasa Konsultansi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;May 2025;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;59276643
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;787400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387252
Belanja Modal Bangunan Gedung Kantor;31760000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387301
Belanja Bahan Bahan Bangunan dan Konstruksi;4062000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387229
Belanja Tagihan Listrik;69311616;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59387365
Belanja Natura dan Pakan Natura;403750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN MUARASIPONGI;57379116
Belanja Bahan Bahan Lainnya;19872000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;59430398
Belanja Modal Bangunan Kesehatan Belanja Renovasi Puskesmas Pembantu Rao rao;200000000;Pekerjaan Konstruksi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;October 2025;Mandailing Natal;DINAS KESEHATAN;60908596
Belanja Modal Personal Komputer, Peralatan Personal Komputer dan Bahan Komputer;75964000;Barang;2025;Usaha Kecil Koperasi;E Purchasing;December 2025;Mandailing Natal;BAGIAN PENGADAAN BARANG DAN JASA;61887583
Rehab dan Pengecatan Rumah Dinas Sekda;50000000;Pekerjaan Konstruksi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;November 2025;Mandailing Natal;BAGIAN UMUM;61723986
Pemeliharaan  Maintenance  Rumah Dinas, Gedung Kantor dan Mess Pemda Madina;120000000;Pekerjaan Konstruksi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN UMUM;61724039
Belanja Barang untuk Dijual Diserahkan kepada Pihak Ketiga Pihak Lain Sumber Dana Darurat;99250000;Barang;2025;Usaha Kecil Koperasi;E Purchasing;December 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;62459678
Belanja Alat Bahan untuk Kegiatan Kantor Alat Bahan untuk Kegiatan Kantor Lainnya;28881000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN HUKUM;56972862
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;11757900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN LINGGA BAYU;57045233
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;1431700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN LINGGA BAYU;57045282
Belanja Tagihan Listrik;20658300;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57037158
Belanja Makanan dan Minuman Rapat;662955000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BAGIAN UMUM;56974313
Belanja Modal Alat Kantor Lainnya;15536000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57087974
Belanja Makanan dan Minuman Rapat;4150000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57033686
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;8885500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57087977
Belanja Natura dan Pakan Natura;646000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;57089053
Belanja Suku Cadang Suku Cadang Alat Angkutan;17517800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57074607
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;33470000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57074608
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;33470000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57074792
Belanja Jasa Tenaga Ahli;22319036;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57074723
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;4709250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57074997
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;56733000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57081564
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;5599650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PAKANTAN;57164729
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;32477500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57081621
Belanja Makanan dan Minuman Rapat;5200000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57081568
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;61642000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57077657
Belanja Modal Sumber Tenaga;26073800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57075750
Belanja Jasa Tenaga Ahli;40979940;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57074664
Belanja Kawat Faksimili Internet TV Berlangganan;25489200;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57077234
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;14368750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57077115
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;2111500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57077060
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;4676000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57077992
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;13478000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57077927
Belanja Peralatan dan Mesin Komputer Komputer Unit Personal Computer;62667300;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56892239
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;433800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PUNCAK SORIK MARAPI;57159601
Belanja Makanan dan Minuman Rapat;7800000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;INSPEKTORAT DAERAH KABUPATEN;57080708
Belanja Sewa Hotel;2400000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57082462
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;18164050;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57084363
Belanja Sewa Bangunan Gedung Tempat Pertemuan;5000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57083839
Belanja Makanan dan Minuman Rapat;1360000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57085080
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;831850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57083072
Belanja Sewa Bangunan Gedung Tempat Pertemuan;7500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57083075
Belanja Modal Personal Computer;37492900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57084316
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Kantor Mesin Hitung Mesin Jumlah;186850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57084766
Belanja Kawat Faksimili Internet TV Berlangganan;37456000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57084840
Belanja Makanan dan Minuman Rapat;24360000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN PUNCAK SORIK MARAPI;57155998
Belanja Alat Bahan untuk Kegiatan Kantor Alat Bahan untuk Kegiatan Kantor Lainnya;2406750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;57083347
Belanja Jasa Tenaga Ahli Jasa Konsultan Pengawasan  DAU ;100000000;Jasa Konsultansi;2025;Usaha Kecil Koperasi;Pengadaan Langsung;May 2025;Mandailing Natal;DINAS KESEHATAN;58827321
