nama_paket;pagu;jenis;tahun;kategori;metode;bulan;lokasi;instansi;nomor_id
Belanja Sewa Peralatan Umum;4500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57109140
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;11814500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;56289970
Belanja Pemeliharaan Alat Bengkel dan Alat Ukur Alat Bengkel Bermesin Perkakas Bengkel Listrik;8640000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;56289257
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;500000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;56294764
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;684000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;56294763
Belanja Modal Personal Computer;21424500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;56293337
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;8252150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56893787
Belanja Modal Jalan Kabupaten;560143150;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56893785
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;4617500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56751751
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1998400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56746320
Belanja Kawat Faksimili Internet TV Berlangganan;27680400;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56745995
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;5417200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56890195
Belanja Sewa Alat Kantor Lainnya;3600000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107574
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;172360000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56741723
Belanja Modal Alat Pendingin;11390200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS PERHUBUNGAN;56746148
Belanja Alat Bahan untuk Kegiatan Kantor  Bahan Cetak;8800000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN LEMBAH SORIK MARAPI;56745596
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;892750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621577
Belanja Tagihan Listrik;4392000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621522
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;6687000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621451
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;9951150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621518
Belanja Bahan Bahan Bakar dan Pelumas;43320750;Barang;2025;Usaha Kecil Koperasi;Dikecualikan;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621485
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;6968750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN RANTO BAEK;56621508
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;15319900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891604
Belanja Makanan dan Minuman Rapat;121785000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108629
Belanja Modal Alat Ukur Lainnya;946000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891603
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;39190050;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56891817
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;47628950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56890817
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;1000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56890397
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;33923000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56892230
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;133600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56892029
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;74999200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56888112
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1059400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56889157
Belanja Alat Bahan untuk Kegiatan Kantor Alat Bahan untuk Kegiatan Kantor Lainnya;5253700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56888260
Belanja Sewa Alat Kantor Lainnya;21160000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56888612
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;8355850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107984
Belanja Natura dan Pakan Natura;518700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56889154
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Rumah Tangga Mebel;3213750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56889688
Belanja Modal Alat Pendingin;14497300;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938497
Belanja Modal Personal Computer;10016250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938496
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;486150;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;KECAMATAN MUARA BATANG GADIS;56938498
Belanja Bahan Bahan Bakar dan Pelumas;93892000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56894656
Belanja Bahan Bahan Bangunan dan Konstruksi;15653200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56895878
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;157390000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56894657
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;19858200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56895362
Belanja Sewa Kendaraan Bermotor Penumpang;19998000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56896107
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;22042000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107482
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;4506250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56896163
Belanja Natura dan Pakan Pakan;92980000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PERIKANAN;56895882
Belanja Makanan dan Minuman Rapat;87984000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56661989
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;81526100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56659331
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1750000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56661018
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;1915650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660521
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;5200100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660393
Belanja Sewa Peralatan Umum;5400000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56658705
Belanja Sewa Alat Musik;5500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56661150
Belanja Natura dan Pakan Natura;5510000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56658170
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;15086400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57109072
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;7507950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660277
Belanja Makanan dan Minuman Rapat;8100000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660274
Belanja Tagihan Air;23814000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56659526
Belanja Bahan Bahan Bakar dan Pelumas;42027750;Jasa Lainnya;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56659116
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;8324000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56660609
Belanja Sewa Alat Kantor Lainnya;1500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56658171
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;200000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56658176
Belanja Makanan dan Minuman Rapat;2288000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56659460
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;38000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56659673
Belanja Aset Tetap Lainnya Barang Bercorak Kesenian Kebudayaan Olahraga Alat Bercorak Kebudayaan Barang Kerajinan;175950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;56661991
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;668000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108895
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;15116100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN NAGA JUANG;56886378
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;4998500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN NAGA JUANG;56900518
Belanja Natura dan Pakan Natura;290000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN NAGA JUANG;56900238
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;256800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS KETAHANAN PANGAN;56203408
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;7293950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN ULU PUNGKUT;56953793
Belanja Sewa Bangunan Terbuka;4000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN ULU PUNGKUT;56953928
Belanja Natura dan Pakan Natura;1991550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KECAMATAN ULU PUNGKUT;56946721
Belanja Modal Lemari dan Arsip Pejabat;3765850;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN HUTAGODANG;56955133
Belanja Modal Mebel;8760900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;KELURAHAN HUTAGODANG;56955131
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;13403400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PENGADAAN BARANG DAN JASA;56973613
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;1723500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108624
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;8498000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ADMINISTRASI PEMBANGUNAN;56972261
Belanja Sewa Bangunan Gedung Tempat Pertemuan;9000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ORGANISASI;56973852
Belanja Modal Alat Pendingin;8912950;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN ORGANISASI;56973895
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;5094000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PERENCANAAN DAN KEUANGAN;56974368
Belanja Natura dan Pakan Natura;125000000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN UMUM;56974164
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;23033550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN UMUM;56974185
Belanja Sewa Bangunan Terbuka;141500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN UMUM;56974318
Belanja Modal Pompa;4039650;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56938826
Belanja Makanan dan Minuman Rapat;9360000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56940761
Belanja Natura dan Pakan Natura;251550;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENANGGULANGAN BENCANA DAERAH;56940463
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;846250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108039
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;4137800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN;56974035
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;1196800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN;56974046
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;77270600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972715
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;677000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972598
Belanja Sewa Hotel;24400000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972606
Belanja Alat Bahan untuk Kegiatan Kantor Alat Listrik;1708000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972600
Belanja Sewa Peralatan Umum;13500000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972652
Belanja Sewa Alat Kantor Lainnya;9000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972604
Belanja Natura dan Pakan Natura;29107700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972648
Belanja Makanan dan Minuman Rapat;330302000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;56972719
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;1453700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108005
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;11998000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;57020507
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;2551750;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56907072
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;649600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56907073
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;5912500;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56906199
Belanja Alat Bahan untuk Kegiatan Kantor Perlengkapan Dinas;132301200;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56902207
Belanja Obat Obatan Obat Obatan Lainnya;1300;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56903775
Belanja Alat Bahan untuk Kegiatan Kantor Bahan Komputer;2995400;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56902211
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Meja dan Kursi Kerja Rapat Pejabat Kursi Kerja Pejabat;2378175;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56958784
Belanja Modal Alat Pendingin;15815169;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56958755
Belanja Natura dan Pakan Natura;16474000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56957778
Belanja Peralatan dan Mesin Peralatan Olahraga Peralatan Olahraga Peralatan Olahraga Lainnya;4179600;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57108663
Belanja Natura dan Pakan Natura;2891700;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56957541
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;21098100;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56957758
Belanja Makanan dan Minuman Rapat;3400000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56956847
Belanja Natura dan Pakan Natura;1721250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56956846
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;843000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56945799
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;738900;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56945733
Belanja Alat Bahan untuk Kegiatan Kantor Perabot Kantor;3810000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56944911
Belanja Sewa Bangunan Gedung Tempat Pertemuan;3000000;Jasa Lainnya;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56941672
Belanja Modal Alat Angkutan Darat Tak Bemotor Lainnya;16560000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56940345
Belanja Alat Bahan untuk Kegiatan Kantor  Kertas dan Cover;607800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;DINAS LINGKUNGAN HIDUP;56900359
Belanja Peralatan dan Mesin Alat Kantor dan Rumah Tangga Alat Kantor Mesin Hitung Mesin Jumlah;1494800;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;January 2025;Mandailing Natal;BADAN PENDAPATAN DAERAH;56890199
Belanja Modal Alat Musik;71415000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;57107493
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;500000;Barang;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56907912
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;2790000;Barang;2025;Usaha Kecil Koperasi;Dikecualikan;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908462
Belanja Alat Bahan untuk Kegiatan Kantor Benda Pos;400000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908253
Belanja Barang untuk Dijual Diserahkan kepada Masyarakat;15794250;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908303
Belanja Makanan dan Minuman Rapat;36675000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908373
Belanja Makanan dan Minuman Rapat;4997000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908305
Belanja Natura dan Pakan Natura;1512000;Barang;2025;Usaha Kecil Koperasi;Pengadaan Langsung;February 2025;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;56908529
