Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MANDAILING NATAL,BAGIAN UMUM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0009,3344373,41238369,2023,Non Tender,APBD,KENANGA MULTI TRADE,Pengadaan Langsung,Pengadaan Barang,Belanja Modal Alat Pendingin,SELESAI,175102000,175102000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3651373,40966318,2023,Non Tender,APBD,CV. PUTRA PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang Unit Kesehatan Sekolah SD Negeri 235 Patahajang,SELESAI,79749995,79749995
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7784854,42104658,2023,E-Katalog 5.0,BLUD,PT. Interbat,E-Purchasing,Pengadaan Barang,Metoclopramide hydrochloride (HCl)/ Metoclopramide/ Metoklopramid inj 5 mg/mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3742500,3742500
KAB. MANDAILING NATAL,BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.28.0000,3399373,43676278,2023,Non Tender,APBD,CV. TIARA CIDORAS,Pengadaan Langsung,Pengadaan Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Alat Tulis Kantor,SELESAI,75480000,75480000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3356373,41384057,2023,Non Tender,APBD,CV.Tunjung Biru,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Saba Sialang Desa Lumban Dolok Kec. Siabu,SELESAI,110158000,110158000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4823253,42104658,2023,E-Katalog 5.0,BLUD,PT. Mahakam Beta Farma,E-Purchasing,Pengadaan Barang,Tramadol inj 50 mg/ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4440000,4440000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,5708486,42104658,2023,E-Katalog 5.0,BLUD,PT Otsuka Indonesia,E-Purchasing,Pengadaan Barang,"Larutan mengandung Asam Amino  7% ,total protein 17,5 g, @ 200 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1092000,1092000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4244270,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,"Levofloxacin hemihydrate/ Levofloxacin/ Levofloksasin inf 5 mg/mL, 100 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6615000,6615000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3319373,41384047,2023,Non Tender,APBD,CV. BERSAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Pasar Hutabargot Kec. Hutabargot,SELESAI,110208000,110208000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,5041924,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Ramipril tablet/kapsul/kaplet 5 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1600000,1600000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,4101714,41733351,2023,E-Katalog 5.0,APBD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Furosemid/ Furosemide inj 10 mg/mL (i.v./i.m),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,34000000,34000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7375104,42104658,2023,E-Katalog 5.0,BLUD,PT Glaxo Wellcome Indonesia,E-Purchasing,Pengadaan Barang,"Kombinasi: salmeterol 50 mcg + flutikason propionat 250 mcg, ih 250 mcg/puff",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,12738528,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7609109,42104658,2023,E-Katalog 5.0,BLUD,PT. Amarox Pharma Global,E-Purchasing,Pengadaan Barang,ATORVASTATIN Tablet salut selaput 20 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7992000,7992000
KAB. MANDAILING NATAL,BAGIAN UMUM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0009,3596373,44058450,2023,Non Tender,APBD,cv. riski nauli,Pengadaan Langsung,Pekerjaan Konstruksi,Rehab dan Pengecetan Gedung Utama dan Gedung Kantor Sekretariat Daerah,SELESAI,174770000,174770000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5620668,41733260,2023,E-Katalog 5.0,APBD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Stool Container,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6061000,6061000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3981637,41733351,2023,E-Katalog 5.0,APBD,PT Otsuka Indonesia,E-Purchasing,Pengadaan Barang,Magnesium sulfate/ Magnesium sulfate heptahydrate/ Magnesium sulfat injeksi 20%v (i.v.) Ampul plastik@ 25 mL.,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1969308,1969308
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3203914,42104658,2023,E-Katalog 5.0,BLUD,PT Ethica Industri Farmasi,E-Purchasing,Pengadaan Barang,"Atracurium Besilate/ Atracurium Besylate/ Atrakurium injeksi 10mg/mL ampul @ 2,5 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,348000,348000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3265373,40815600,2023,Non Tender,APBD,CV. RENDER CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Konsultansi Pengawasan Kegiatan Pengembangan dan Pengelolaan Sistem Irigasi Primer dan Sekunder Pada Daerah Irigasi Yang Luasnya di Bawah 1000 Ha Dalam 1 (Satu) Daerah Kabupaten,SELESAI,99000000,99000000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3522756,41733260,2023,E-Katalog 5.0,APBD,PT. Likuid Pharmalab Indonesia,E-Purchasing,Pengadaan Barang,BAYMED Alkohol Swab,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,20230000,20230000
KAB. MANDAILING NATAL,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.30.0000,3727373,45243940,2023,Non Tender,APBDP,KENANGA MULTI TRADE,Pengadaan Langsung,Pengadaan Barang,Belanja Modal Komputer,SELESAI,199911000,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3972882,41733351,2023,E-Katalog 5.0,APBD,NOVAPHARIN,E-Purchasing,Pengadaan Barang,Chlorphenamine Maleate/ Klorfeniramin tablet/kapsul/kaplet 4 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,16500000,16500000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3624602,41733260,2023,E-Katalog 5.0,APBD,PT MAKMUR JAYA HEALTHINDO,E-Purchasing,Pengadaan Barang,QILAN Disposable Syringe With Needle 1 ML,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,38257000,38257000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3659373,40966706,2023,Non Tender,APBD,CV. NABILA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang Kelas Baru SD Negeri 019 Bonan Dolok,SELESAI,199400044,199400044
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3444977,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Clopidogrel bisulfate/ Clopidogrel/ Clopidogrel hydrogen sulfate/ Klopidogrel tablet/kapsul/kaplet 75 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2100000,2100000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3763373,45529601,2023,Non Tender,APBDP,Bejana Utama,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Titi Kuning Menuju Gg Perintis Kec. Panyabungan,SELESAI,98990000,98990000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3160373,42267902,2023,Non Tender,APBD,CV. RENDER CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Perencanaan Program Penataan Bangunan Gedung,SELESAI,99761000,99761000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8270551,42104658,2023,E-Katalog 5.0,BLUD,PT Glaxo Wellcome Indonesia,E-Purchasing,Pengadaan Barang,"Kombinasi: salmeterol 50 mcg + flutikason propionat 250 mcg, ih 250 mcg/puff",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6369264,0
KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.13.0000,3425717,41552902,2023,E-Katalog 5.0,APBD,Mitra Tech Sejahtera,E-Purchasing,Pengadaan Barang,Ribbon Color YMCKO R5FP00308,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,211734000,0
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,3277373,43503124,2023,Non Tender,APBD,CV. KENZO MAHAGANI,Pengadaan Langsung,Pengadaan Barang,Pengadaan dan Pemasangan LPJU Konvensional di Median Jalan Rs. Jalan Lidang - Pidoli,SELESAI,153071000,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3960092,41733351,2023,E-Katalog 5.0,APBD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Omeprazol/Omeprazole tablet/kapsul/kaplet 20 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,29232000,29232000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3606373,41733365,2023,Non Tender,APBD,CV. RAO JAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Puskesmas Kotanopan,SELESAI,99883000,99883000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3594373,41341717,2023,Non Tender,APBD,CV. BUANA PERKASA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/ Rehabilitasi Jalan Lingkungan di Desa Huraba II Kec. Siabu,SELESAI,112190000,112190000
KAB. MANDAILING NATAL,DINAS PERPUSTAKAAN DAN KEARSIPAN - 2.23.2.24.0.00.21.0000,3176373,41553566,2023,Non Tender,APBD,CV. KREASI KENANGA,Pengadaan Langsung,Pengadaan Barang,Belanja Modal Bahan Perpustakaan Tercetak,SELESAI,79325000,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5537364,41733260,2023,E-Katalog 5.0,APBD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Umbilical Cord Clamp,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7768224,7768224
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3492373,40966444,2023,Non Tender,APBD,CV. FAATHIR RIZKA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 174 Sibanggor Tonga,SELESAI,140428000,140428000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7783648,42104658,2023,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe with Needle 1ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,915000,915000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3113466,42104658,2023,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Meropenem/ Meropenem Trihydrate serb inj 1.000 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,20250000,20250000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3529373,40966348,2023,Non Tender,APBD,CV. RAO JAYA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 213 Hutaimbaru,SELESAI,84382700,84382700
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6388752,42104658,2023,E-Katalog 5.0,BLUD,PT BINABAKTI NIAGAPERKASA,E-Purchasing,Pengadaan Barang,Laryseal Clear (038-94-320),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,324000,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6607574,42104658,2023,E-Katalog 5.0,BLUD,PT. ETERCON PHARMA,E-Purchasing,Pengadaan Barang,Donepezil/ Donepezil Hydrochloride tablet salut selaput 5 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1398600,1398600
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3971537,41733351,2023,E-Katalog 5.0,APBD,PT. MEPROFARM,E-Purchasing,Pengadaan Barang,DIAZEPAM Injeksi,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2317500,2317500
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,8153600,41733351,2023,E-Katalog 5.0,APBD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Amoksisilin/ Amoxicillin/ Amoxicillin Trihydrate tablet/kapsul/kaplet/kaptab 500 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4776000,4776000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3577373,40966419,2023,Non Tender,APBD,CV. LASMANA KARYA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 161 Bangun Purba,SELESAI,140130000,140130000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3607058,41733260,2023,E-Katalog 5.0,APBD,PT. Likuid Pharmalab Indonesia,E-Purchasing,Pengadaan Barang,bayMEDIKA Nasal Oxygen Cannula,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,18187500,18187500
KAB. MANDAILING NATAL,DINAS PERDAGANGAN - 3.30.3.31.0.00.25.0000,3413373,41667213,2023,Non Tender,APBD,CV. AL-MAIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Pengecetan Pasar Tamiang Kecamatan Kotanopan,SELESAI,29700000,29700000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7641519,42104658,2023,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Ceftriaxone/ Ceftriaxone Sodium/ Seftriakson inj 1.000 mg @100,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,29000000,29000000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3133842,42341145,2023,E-Katalog 5.0,APBD,PT. Trisolah Suvarna Indonesia,E-Purchasing,Pengadaan Barang,Connector type C ke HDMI & VGA,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,197500,197500
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,4071205,41775983,2023,E-Katalog 5.0,APBD,PT.Mikrotek Komputindo,E-Purchasing,Pengadaan Barang,EPSON ECOTANK L3210,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,12160000,0
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3513373,40966327,2023,Non Tender,APBD,CV. PANGALAIS,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 368 Kampung Sawah,SELESAI,84600000,84600000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,8078344,41733351,2023,E-Katalog 5.0,APBD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1449000,1449000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5536602,41733260,2023,E-Katalog 5.0,APBD,PT. MEGA KREASI ALKESINDO,E-Purchasing,Pengadaan Barang,Kasa Hidrofil Verband 4 YARD X 15 CM,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,74450000,74450000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3629272,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,"Bisoprolol/Bisoprolol Fumarate tablet/kapsul/kaplet 2,5 mg",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1420000,1420000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3264178,42104658,2023,E-Katalog 5.0,BLUD,PT. Mahakam Beta Farma,E-Purchasing,Pengadaan Barang,Meloxicam 15 mg tablet,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1473000,1473000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,5080724,42104658,2023,E-Katalog 5.0,BLUD,PT. EMJEBE PHARMA,E-Purchasing,Pengadaan Barang,"Nacl 0,9% / Sodium Chloride 0,9%",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,17500000,17500000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3501373,40966438,2023,Non Tender,APBD,CV. ARGA ALAM PERKASA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 068 Rumbio,SELESAI,140280000,140280000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3445282,42104658,2023,E-Katalog 5.0,BLUD,NOVAPHARIN,E-Purchasing,Pengadaan Barang,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 5 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,890000,890000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,4138550,41733351,2023,E-Katalog 5.0,APBD,PT. SATORIA ANEKA INDUSTRI,E-Purchasing,Pengadaan Barang,"NaCl / Sodium Chloride 0.9%, @100 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,37620000,37620000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3962101,41733351,2023,E-Katalog 5.0,APBD,PT Darya Varia,E-Purchasing,Pengadaan Barang,Sulfadiazine silver/ Perak sulfadiazin krim 1%,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5450000,5450000
KAB. MANDAILING NATAL,BAGIAN UMUM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0009,3598373,44058373,2023,Non Tender,APBD,CV. NABILA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehab dan Pengecetan di Lingkungan Rumah Dinas Bupati,SELESAI,149800000,149800000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3760537,42104658,2023,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe with Needle 10 ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2774200,2774200
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3488542,41023244,2023,E-Katalog 5.0,APBD,CV. NATANGKANG CERDAS UTAMA,E-Purchasing,Pengadaan Barang,Magnet U,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,15448000,15448000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,4316086,41733351,2023,E-Katalog 5.0,APBD,PT Yarindo Farmatama,E-Purchasing,Pengadaan Barang,Furosemid/ Furosemide tablet/kapsul/kaplet 40 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3315000,3315000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3292373,41383999,2023,Non Tender,APBD,CV. CENTRAL GRAFIKA PRINT,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha tani/Jalan Produksi Desa Banjar Aur Kec. Batahan,SELESAI,124945000,124945000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7307358,42104658,2023,E-Katalog 5.0,BLUD,PT Pratapa Nirmala,E-Purchasing,Pengadaan Barang,Ticagrelor/ Tikagrelor tablet/kapsul/kaplet 90 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,12487500,12487500
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6107664,42104658,2023,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe 5ML with Needle,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5225000,5225000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,8078344,41733351,2023,E-Katalog 5.0,APBD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Gabapentin tablet/kapsul/kaplet 300 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,914000,914000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2784373,41023198,2023,Tender,APBD,CV. KARYA ANAK BANGSA,Tender,Pekerjaan Konstruksi,Pembangunan Ruang Laboratorium Komputer Beserta Perabotnya SMP Negeri 1 Panyabungan Barat,SELESAI,508862964,508862964
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3975736,41733351,2023,E-Katalog 5.0,APBD,PT.ERELA,E-Purchasing,Pengadaan Barang,"Gentamisin/ Gentamycin / Gentamycin sulfate tetes mata 0,3%",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,41025600,41025600
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4828128,42104658,2023,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Dexamethason Sodium Phosphate/ Deksamethason/ Deksametason injeksi 5 mg/mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2500000,2500000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3373373,41341693,2023,Non Tender,APBD,CV. BIAN JAYA KONSTRUKSI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/ Rehabilitasi Jalan Lingkungan di RT. Kampung Harapan Kel. Muara Soma menuju Desa Lubuk Bondar Kec. Batang Natal,SELESAI,118390000,118390000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3624396,41733260,2023,E-Katalog 5.0,APBD,PT MAKMUR JAYA HEALTHINDO,E-Purchasing,Pengadaan Barang,QILAN Disposable Syringe With Needle 5 ML,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,74467000,74467000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3751373,45502387,2023,Non Tender,APBDP,cv. riski nauli,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan dan Rehabilitasi Jalan Usaha Tani Saba Simpang Losung Kel. Gunung Baringin Kec. Panyabungan Timur,SELESAI,69177802,69177802
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7611530,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,"Alprazolam tablet/kapsul/kaplet 0,5 mg",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3200000,3200000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3674373,40966260,2023,Non Tender,APBD,PT.ANGKASA RAYA CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,Jasa Konsultan Pengawasan Pembangunan Perpustakaan (DAU),SELESAI,24886200,24886200
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3288373,41383998,2023,Non Tender,APBD,CV. FAMILY ARTA GRAHA MANDIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha tani/Jalan Produksi Desa Hayu Raja Kec. Panyabungan Selatan,SELESAI,129820000,129820000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3433373,41341716,2023,Non Tender,APBD,CV. Sari Guna Lestari,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/ Rehabilitasi Jalan Lingkungan di Desa Ipar bondar Kec. Panyabungan,SELESAI,135100000,135100000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3757373,45529526,2023,Non Tender,APBDP,CV. ANUGERAH GEMILANG,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Lintas Barat Panyabungan Julu Kec. Panyabungan,SELESAI,98940000,98940000
